DID,Country,Account,Per Minute Cost(USD),Initial Increment,Increment,Setup Fee(USD),Monthly Fee(USD),Call Type,Destination,Status,Modified Date,Is Purchased?
524499950000,MEXICO,,0,60,60,2,1,DID@IP/URL,SIPS:524499950000@mercurio.ajtel.net|transport=tls|media_encryption=sdes,Active,31/03/2025 12:01,
524499950001,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950002,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950003,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950004,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950005,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950006,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950007,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950008,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950009,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950010,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950011,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950012,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950013,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950014,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950015,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950016,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950017,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950018,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950019,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
